Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::as_strided,,,2.16,2.16,0,0,0,0
aten::as_strided,,,0.55,0.55,0,0,0,0
aten::as_strided,,,0.57,0.57,0,0,0,0
aten::as_strided,,,1.1,1.1,0,0,0,0
aten::as_strided,,,0.57,0.57,0,0,0,0
aten::slice,,,3.14,4.06,0,0,0,0
aten::as_strided,,,0.92,0.92,0,0,0,0
aten::slice,,,2.06,2.86,0,0,0,0
aten::as_strided,,,0.8,0.8,0,0,0,0
aten::arange,,,10.36,36.31,0,7.782,0,0
empty_tensor,,,4.23,4.23,0,0,0,0
aclnnArange,,,21.72,21.72,7.782,7.782,0,0
aten::unsqueeze,,,2.92,4.1,0,0,0,0
aten::as_strided,,,1.18,1.18,0,0,0,0
aten::sub,,,37.85,96.02,0,1.7,0,0
empty_tensor,,,3.6,3.6,0,0,0,0
aten::item,,,1.2,2.33,0,0,0,0
aten::_local_scalar_dense,,,1.13,1.13,0,0,0,0
aclnnSubs,,,52.24,52.24,1.7,1.7,0,0
aten::unsqueeze,,,1.61,3.1,0,0,0,0
aten::as_strided,,,1.49,1.49,0,0,0,0
aten::add,,,11.28,37.08,0,3.84,0,0
empty_tensor,,,4.28,4.28,0,0,0,0
aclnnAdd,,,21.52,21.52,3.84,3.84,0,0
aten::index,,,67.7,129.91,0,56.50600000000001,0,0
empty_tensor,,,1.55,1.55,0,0,0,0
empty_tensor,,,2.21,2.21,0,0,0,0
aclnnIndex,,,58.45,58.45,56.50600000000001,56.50600000000001,0,0
aten::permute,,,2.08,4.05,0,0,0,0
aten::as_strided,,,1.97,1.97,0,0,0,0
aten::select,,,4.67,6.66,0,0,0,0
aten::as_strided,,,1.99,1.99,0,0,0,0
aten::eq,,,7.33,26.66,0,1.54,0,0
empty_tensor,,,3.68,3.68,0,0,0,0
aclnnEqScalar,,,15.65,15.65,1.54,1.54,0,0
aten::is_nonzero,,,1.49,51.48,0,0,0,0
aten::item,,,1.56,49.99,0,0,0,0
aten::_local_scalar_dense,,,48.43,48.43,0,0,0,0
aten::select,,,4.06,6.24,0,0,0,0
aten::as_strided,,,2.18,2.18,0,0,0,0
aten::item,,,0.99,24.74,0,0,0,0
aten::_local_scalar_dense,,,23.75,23.75,0,0,0,0
aten::select,,,2.53,4.72,0,0,0,0
aten::as_strided,,,2.19,2.19,0,0,0,0
aten::alias,,,2.44,2.44,0,0,0,0
aten::unsqueeze,,,2.17,3.0,0,0,0,0
aten::as_strided,,,0.83,0.83,0,0,0,0
aten::select,,,1.68,2.29,0,0,0,0
aten::as_strided,,,0.61,0.61,0,0,0,0
aten::item,,,0.82,23.5,0,0,0,0
aten::_local_scalar_dense,,,22.68,22.68,0,0,0,0
aten::select,,,2.36,3.63,0,0,0,0
aten::as_strided,,,1.27,1.27,0,0,0,0
aten::alias,,,1.38,1.38,0,0,0,0
aten::to,,,2.35,135.83,0,5.66,0,0
npu::_npu_dtype_cast,,,55.99,133.48,0,5.66,0,0
empty_tensor,,,5.99,5.99,0,0,0,0
aclnnCast,,,71.5,71.5,5.66,5.66,0,0
aten::cat,,,49.32,105.45,0,14.002,0,0
empty_tensor,,,4.1,4.1,0,0,0,0
aclnnCat,,,52.03,52.03,14.002,14.002,0,0
aten::unsqueeze,,,4.87,7.34,0,0,0,0
aten::as_strided,,,2.47,2.47,0,0,0,0
aten::conv1d,,,3.38,153.09,0,102.11,0,6.34
aten::unsqueeze,,,0.81,1.93,0,0,0,0
aten::as_strided,,,1.12,1.12,0,0,0,0
aten::convolution,,,2.91,146.44,0,102.11,0,6.34
aten::_convolution,,,43.54,143.53,0,102.11,0,6.34
aten::unsqueeze,,,0.76,1.68,0,0,0,0
aten::as_strided,,,0.92,0.92,0,0,0,0
aten::unsqueeze,,,1.25,2.68,0,0,0,0
aten::as_strided,,,1.43,1.43,0,0,0,0
empty_tensor,,,3.99,3.99,0,0,0,0
format_contiguousV2,,,0.93,0.93,0,0,0,0
Conv2D,,,87.21,87.21,102.11,102.11,6.34,6.34
aten::squeeze,,,2.0,3.5,0,0,0,0
aten::as_strided,,,1.5,1.5,0,0,0,0
aten::squeeze,,,0.72,1.34,0,0,0,0
aten::as_strided,,,0.62,0.62,0,0,0,0
aten::alias,,,2.54,2.54,0,0,0,0
aten::pad,,,1.75,39.36,0,9.602,0,0
aten::constant_pad_nd,,,11.38,37.61,0,9.602,0,0
empty_tensor,,,5.66,5.66,0,0,0,0
aclnnConstantPadNd,,,20.57,20.57,9.602,9.602,0,0
aten::to,,,1.72,21.87,0,1.44,0,0
npu::_npu_dtype_cast,,,5.15,20.15,0,1.44,0,0
empty_tensor,,,3.19,3.19,0,0,0,0
aclnnCast,,,11.81,11.81,1.44,1.44,0,0
aten::copy_,,,57.12,135.96,0,13.701999999999998,0,0
aclnnInplaceCopy,,,78.84,78.84,13.701999999999998,13.701999999999998,0,0
aten::silu,,,6.74,23.83,0,1.282,0,0
empty_tensor,,,3.84,3.84,0,0,0,0
aclnnSilu,,,13.25,13.25,1.282,1.282,0,0
aten::to,,,1.35,19.39,0,1.2,0,0
npu::_npu_dtype_cast,,,4.02,18.04,0,1.2,0,0
empty_tensor,,,3.33,3.33,0,0,0,0
aclnnCast,,,10.69,10.69,1.2,1.2,0,0
aten::select,,,5.69,7.57,0,0,0,0
aten::as_strided,,,1.88,1.88,0,0,0,0
aten::eq,,,5.37,20.35,0,1.58,0,0
empty_tensor,,,2.57,2.57,0,0,0,0
aclnnEqScalar,,,12.41,12.41,1.58,1.58,0,0
aten::is_nonzero,,,1.22,53.25,0,0,0,0
aten::item,,,2.3,52.03,0,0,0,0
aten::_local_scalar_dense,,,49.73,49.73,0,0,0,0
aten::select,,,4.11,6.09,0,0,0,0
aten::as_strided,,,1.98,1.98,0,0,0,0
aten::item,,,1.02,24.95,0,0,0,0
aten::_local_scalar_dense,,,23.93,23.93,0,0,0,0
aten::select,,,2.62,4.04,0,0,0,0
aten::as_strided,,,1.42,1.42,0,0,0,0
aten::alias,,,2.87,2.87,0,0,0,0
aten::unsqueeze,,,1.98,2.86,0,0,0,0
aten::as_strided,,,0.88,0.88,0,0,0,0
aten::select,,,1.24,2.05,0,0,0,0
aten::as_strided,,,0.81,0.81,0,0,0,0
aten::item,,,0.79,21.2,0,0,0,0
aten::_local_scalar_dense,,,20.41,20.41,0,0,0,0
aten::select,,,2.28,3.74,0,0,0,0
aten::as_strided,,,1.46,1.46,0,0,0,0
aten::alias,,,1.34,1.34,0,0,0,0
aten::to,,,1.91,134.29,0,5.92,0,0
npu::_npu_dtype_cast,,,55.35,132.38,0,5.92,0,0
empty_tensor,,,5.05,5.05,0,0,0,0
aclnnCast,,,71.98,71.98,5.92,5.92,0,0
aten::cat,,,49.69,107.6,0,15.68,0,0
empty_tensor,,,4.34,4.34,0,0,0,0
aclnnCat,,,53.57,53.57,15.68,15.68,0,0
aten::unsqueeze,,,4.98,7.19,0,0,0,0
aten::as_strided,,,2.21,2.21,0,0,0,0
aten::conv1d,,,2.76,157.0,0,101.048,0,6.26
aten::unsqueeze,,,0.95,2.07,0,0,0,0
aten::as_strided,,,1.12,1.12,0,0,0,0
aten::convolution,,,3.39,150.59,0,101.048,0,6.26
aten::_convolution,,,45.6,147.2,0,101.048,0,6.26
aten::unsqueeze,,,0.93,1.98,0,0,0,0
aten::as_strided,,,1.05,1.05,0,0,0,0
aten::unsqueeze,,,1.34,2.14,0,0,0,0
aten::as_strided,,,0.8,0.8,0,0,0,0
empty_tensor,,,4.17,4.17,0,0,0,0
format_contiguousV2,,,1.17,1.17,0,0,0,0
Conv2D,,,88.22,88.22,101.048,101.048,6.26,6.26
aten::squeeze,,,2.21,3.92,0,0,0,0
aten::as_strided,,,1.71,1.71,0,0,0,0
aten::squeeze,,,0.87,1.58,0,0,0,0
aten::as_strided,,,0.71,0.71,0,0,0,0
aten::alias,,,2.14,2.14,0,0,0,0
aten::pad,,,1.96,39.82,0,9.6,0,0
aten::constant_pad_nd,,,11.31,37.86,0,9.6,0,0
empty_tensor,,,5.67,5.67,0,0,0,0
aclnnConstantPadNd,,,20.88,20.88,9.6,9.6,0,0
aten::to,,,2.01,22.87,0,1.4,0,0
npu::_npu_dtype_cast,,,5.53,20.86,0,1.4,0,0
empty_tensor,,,3.84,3.84,0,0,0,0
aclnnCast,,,11.49,11.49,1.4,1.4,0,0
aten::copy_,,,56.08,136.21,0,16.264,0,0
aclnnInplaceCopy,,,80.13,80.13,16.264,16.264,0,0
aten::silu,,,7.36,52.69,0,1.34,0,0
empty_tensor,,,4.1,4.1,0,0,0,0
aclnnSilu,,,41.23,41.23,1.34,1.34,0,0
aten::to,,,2.08,22.07,0,1.28,0,0
npu::_npu_dtype_cast,,,4.71,19.99,0,1.28,0,0
empty_tensor,,,3.93,3.93,0,0,0,0
aclnnCast,,,11.35,11.35,1.28,1.28,0,0
aten::select,,,5.84,7.86,0,0,0,0
aten::as_strided,,,2.02,2.02,0,0,0,0
aten::eq,,,5.77,21.88,0,2.36,0,0
empty_tensor,,,2.6,2.6,0,0,0,0
aclnnEqScalar,,,13.51,13.51,2.36,2.36,0,0
aten::is_nonzero,,,1.37,50.21,0,0,0,0
aten::item,,,1.61,48.84,0,0,0,0
aten::_local_scalar_dense,,,47.23,47.23,0,0,0,0
aten::select,,,4.14,6.09,0,0,0,0
aten::as_strided,,,1.95,1.95,0,0,0,0
aten::item,,,1.05,21.62,0,0,0,0
aten::_local_scalar_dense,,,20.57,20.57,0,0,0,0
aten::select,,,2.65,4.29,0,0,0,0
aten::as_strided,,,1.64,1.64,0,0,0,0
aten::alias,,,2.69,2.69,0,0,0,0
aten::unsqueeze,,,2.48,3.51,0,0,0,0
aten::as_strided,,,1.03,1.03,0,0,0,0
aten::select,,,1.39,2.27,0,0,0,0
aten::as_strided,,,0.88,0.88,0,0,0,0
aten::item,,,0.95,22.59,0,0,0,0
aten::_local_scalar_dense,,,21.64,21.64,0,0,0,0
aten::select,,,2.39,3.52,0,0,0,0
aten::as_strided,,,1.13,1.13,0,0,0,0
aten::alias,,,1.52,1.52,0,0,0,0
aten::to,,,1.94,140.64,0,5.5600000000000005,0,0
npu::_npu_dtype_cast,,,55.88,138.7,0,5.5600000000000005,0,0
empty_tensor,,,5.13,5.13,0,0,0,0
aclnnCast,,,77.69,77.69,5.5600000000000005,5.5600000000000005,0,0
aten::cat,,,54.05,113.05,0,15.364,0,0
empty_tensor,,,4.6,4.6,0,0,0,0
aclnnCat,,,54.4,54.4,15.364,15.364,0,0
aten::unsqueeze,,,5.24,7.65,0,0,0,0
aten::as_strided,,,2.41,2.41,0,0,0,0
aten::conv1d,,,2.69,155.75,0,108.23,0,6.3
aten::unsqueeze,,,1.02,2.06,0,0,0,0
aten::as_strided,,,1.04,1.04,0,0,0,0
aten::convolution,,,3.13,149.56,0,108.23,0,6.3
aten::_convolution,,,44.95,146.43,0,108.23,0,6.3
aten::unsqueeze,,,0.84,1.87,0,0,0,0
aten::as_strided,,,1.03,1.03,0,0,0,0
aten::unsqueeze,,,1.36,2.17,0,0,0,0
aten::as_strided,,,0.81,0.81,0,0,0,0
empty_tensor,,,4.15,4.15,0,0,0,0
format_contiguousV2,,,1.2,1.2,0,0,0,0
Conv2D,,,88.26,88.26,108.23,108.23,6.3,6.3
aten::squeeze,,,2.12,3.83,0,0,0,0
aten::as_strided,,,1.71,1.71,0,0,0,0
aten::squeeze,,,0.9,1.44,0,0,0,0
aten::as_strided,,,0.54,0.54,0,0,0,0
aten::alias,,,2.07,2.07,0,0,0,0
aten::pad,,,1.77,38.63,0,9.302,0,0
aten::constant_pad_nd,,,11.02,36.86,0,9.302,0,0
empty_tensor,,,5.18,5.18,0,0,0,0
aclnnConstantPadNd,,,20.66,20.66,9.302,9.302,0,0
aten::to,,,1.84,21.65,0,1.46,0,0
npu::_npu_dtype_cast,,,4.89,19.81,0,1.46,0,0
empty_tensor,,,3.35,3.35,0,0,0,0
aclnnCast,,,11.57,11.57,1.46,1.46,0,0
aten::copy_,,,56.27,134.85,0,14.081999999999999,0,0
aclnnInplaceCopy,,,78.58,78.58,14.081999999999999,14.081999999999999,0,0
aten::silu,,,7.37,24.57,0,1.26,0,0
empty_tensor,,,4.0,4.0,0,0,0,0
aclnnSilu,,,13.2,13.2,1.26,1.26,0,0
aten::to,,,1.39,19.49,0,1.182,0,0
npu::_npu_dtype_cast,,,4.35,18.1,0,1.182,0,0
empty_tensor,,,2.9,2.9,0,0,0,0
aclnnCast,,,10.85,10.85,1.182,1.182,0,0
aten::select,,,5.57,7.47,0,0,0,0
aten::as_strided,,,1.9,1.9,0,0,0,0
aten::eq,,,5.64,21.04,0,1.5,0,0
empty_tensor,,,2.64,2.64,0,0,0,0
aclnnEqScalar,,,12.76,12.76,1.5,1.5,0,0
aten::is_nonzero,,,1.31,50.97,0,0,0,0
aten::item,,,1.51,49.66,0,0,0,0
aten::_local_scalar_dense,,,48.15,48.15,0,0,0,0
aten::select,,,3.96,5.98,0,0,0,0
aten::as_strided,,,2.02,2.02,0,0,0,0
aten::item,,,1.02,22.15,0,0,0,0
aten::_local_scalar_dense,,,21.13,21.13,0,0,0,0
aten::select,,,2.38,3.81,0,0,0,0
aten::as_strided,,,1.43,1.43,0,0,0,0
aten::alias,,,2.51,2.51,0,0,0,0
aten::unsqueeze,,,2.23,3.11,0,0,0,0
aten::as_strided,,,0.88,0.88,0,0,0,0
aten::select,,,1.5,2.18,0,0,0,0
aten::as_strided,,,0.68,0.68,0,0,0,0
aten::item,,,0.91,20.62,0,0,0,0
aten::_local_scalar_dense,,,19.71,19.71,0,0,0,0
aten::select,,,2.38,3.43,0,0,0,0
aten::as_strided,,,1.05,1.05,0,0,0,0
aten::alias,,,1.6,1.6,0,0,0,0
aten::to,,,1.93,133.6,0,5.542,0,0
npu::_npu_dtype_cast,,,54.76,131.67,0,5.542,0,0
empty_tensor,,,5.35,5.35,0,0,0,0
aclnnCast,,,71.56,71.56,5.542,5.542,0,0
aten::cat,,,55.64,124.76,0,16.242,0,0
empty_tensor,,,4.18,4.18,0,0,0,0
aclnnCat,,,64.94,64.94,16.242,16.242,0,0
aten::unsqueeze,,,4.79,7.12,0,0,0,0
aten::as_strided,,,2.33,2.33,0,0,0,0
aten::conv1d,,,2.87,197.47,0,101.33000000000001,0,6.202
aten::unsqueeze,,,0.84,6.46,0,0,0,0
aten::as_strided,,,5.62,5.62,0,0,0,0
aten::convolution,,,3.28,186.83,0,101.33000000000001,0,6.202
aten::_convolution,,,54.75,183.55,0,101.33000000000001,0,6.202
aten::unsqueeze,,,1.01,2.03,0,0,0,0
aten::as_strided,,,1.02,1.02,0,0,0,0
aten::unsqueeze,,,1.41,13.38,0,0,0,0
aten::as_strided,,,11.97,11.97,0,0,0,0
empty_tensor,,,7.57,7.57,0,0,0,0
format_contiguousV2,,,0.95,0.95,0,0,0,0
Conv2D,,,89.14,89.14,101.33000000000001,101.33000000000001,6.202,6.202
aten::squeeze,,,2.24,15.73,0,0,0,0
aten::as_strided,,,13.49,13.49,0,0,0,0
aten::squeeze,,,0.68,1.31,0,0,0,0
aten::as_strided,,,0.63,0.63,0,0,0,0
aten::alias,,,2.0,2.0,0,0,0,0
aten::pad,,,1.67,41.34,0,9.98,0,0
aten::constant_pad_nd,,,11.77,39.67,0,9.98,0,0
empty_tensor,,,5.7,5.7,0,0,0,0
aclnnConstantPadNd,,,22.2,22.2,9.98,9.98,0,0
aten::to,,,2.46,22.07,0,1.5,0,0
npu::_npu_dtype_cast,,,5.1,19.61,0,1.5,0,0
empty_tensor,,,3.07,3.07,0,0,0,0
aclnnCast,,,11.44,11.44,1.5,1.5,0,0
aten::copy_,,,58.06,144.6,0,16.64,0,0
aclnnInplaceCopy,,,86.54,86.54,16.64,16.64,0,0
aten::silu,,,6.24,24.25,0,1.32,0,0
empty_tensor,,,4.01,4.01,0,0,0,0
aclnnSilu,,,14.0,14.0,1.32,1.32,0,0
aten::to,,,1.32,18.42,0,1.26,0,0
npu::_npu_dtype_cast,,,4.29,17.1,0,1.26,0,0
empty_tensor,,,2.47,2.47,0,0,0,0
aclnnCast,,,10.34,10.34,1.26,1.26,0,0
aten::select,,,5.74,7.65,0,0,0,0
aten::as_strided,,,1.91,1.91,0,0,0,0
aten::eq,,,5.36,21.92,0,1.48,0,0
empty_tensor,,,3.11,3.11,0,0,0,0
aclnnEqScalar,,,13.45,13.45,1.48,1.48,0,0
aten::is_nonzero,,,1.26,52.4,0,0,0,0
aten::item,,,1.34,51.14,0,0,0,0
aten::_local_scalar_dense,,,49.8,49.8,0,0,0,0
aten::select,,,3.81,5.72,0,0,0,0
aten::as_strided,,,1.91,1.91,0,0,0,0
aten::item,,,0.83,22.12,0,0,0,0
aten::_local_scalar_dense,,,21.29,21.29,0,0,0,0
aten::select,,,2.23,3.69,0,0,0,0
aten::as_strided,,,1.46,1.46,0,0,0,0
aten::alias,,,2.31,2.31,0,0,0,0
aten::unsqueeze,,,2.19,3.02,0,0,0,0
aten::as_strided,,,0.83,0.83,0,0,0,0
aten::select,,,1.25,2.03,0,0,0,0
aten::as_strided,,,0.78,0.78,0,0,0,0
aten::item,,,1.45,21.32,0,0,0,0
aten::_local_scalar_dense,,,19.87,19.87,0,0,0,0
aten::select,,,2.33,3.35,0,0,0,0
aten::as_strided,,,1.02,1.02,0,0,0,0
aten::alias,,,1.29,1.29,0,0,0,0
aten::to,,,2.11,141.83,0,22.323999999999998,0,0
npu::_npu_dtype_cast,,,57.48,139.72,0,22.323999999999998,0,0
empty_tensor,,,8.06,8.06,0,0,0,0
aclnnCast,,,74.18,74.18,22.323999999999998,22.323999999999998,0,0
aten::cat,,,51.38,114.01,0,35.224000000000004,0,0
empty_tensor,,,5.01,5.01,0,0,0,0
aclnnCat,,,57.62,57.62,35.224000000000004,35.224000000000004,0,0
aten::unsqueeze,,,5.12,7.31,0,0,0,0
aten::as_strided,,,2.19,2.19,0,0,0,0
aten::conv1d,,,2.54,152.89,0,137.694,0,27.962
aten::unsqueeze,,,0.78,2.32,0,0,0,0
aten::as_strided,,,1.54,1.54,0,0,0,0
aten::convolution,,,2.87,146.75,0,137.694,0,27.962
aten::_convolution,,,43.49,143.88,0,137.694,0,27.962
aten::unsqueeze,,,0.8,1.76,0,0,0,0
aten::as_strided,,,0.96,0.96,0,0,0,0
aten::unsqueeze,,,1.26,2.19,0,0,0,0
aten::as_strided,,,0.93,0.93,0,0,0,0
empty_tensor,,,4.48,4.48,0,0,0,0
format_contiguousV2,,,1.72,1.72,0,0,0,0
Conv2D,,,86.68,86.68,137.694,137.694,27.962,27.962
aten::squeeze,,,1.81,3.56,0,0,0,0
aten::as_strided,,,1.75,1.75,0,0,0,0
aten::squeeze,,,0.71,1.28,0,0,0,0
aten::as_strided,,,0.57,0.57,0,0,0,0
aten::alias,,,1.96,1.96,0,0,0,0
aten::pad,,,1.63,39.75,0,13.7,0,0
aten::constant_pad_nd,,,11.86,38.12,0,13.7,0,0
empty_tensor,,,5.48,5.48,0,0,0,0
aclnnConstantPadNd,,,20.78,20.78,13.7,13.7,0,0
aten::to,,,1.85,22.08,0,1.522,0,0
npu::_npu_dtype_cast,,,4.89,20.23,0,1.522,0,0
empty_tensor,,,3.87,3.87,0,0,0,0
aclnnCast,,,11.47,11.47,1.522,1.522,0,0
aten::copy_,,,55.59,133.37,0,14.682,0,0
aclnnInplaceCopy,,,77.78,77.78,14.682,14.682,0,0
aten::silu,,,6.95,26.81,0,14.322,0,0
empty_tensor,,,6.33,6.33,0,0,0,0
aclnnSilu,,,13.53,13.53,14.322,14.322,0,0
aten::to,,,1.41,20.79,0,9.82,0,0
npu::_npu_dtype_cast,,,4.46,19.38,0,9.82,0,0
empty_tensor,,,4.65,4.65,0,0,0,0
aclnnCast,,,10.27,10.27,9.82,9.82,0,0
aten::cat,,,35.82,84.08,0,35.124,0,0
empty_tensor,,,3.73,3.73,0,0,0,0
aclnnCat,,,44.53,44.53,35.124,35.124,0,0
aten::cat,,,22.04,51.66,0,9.802,0,0
empty_tensor,,,4.17,4.17,0,0,0,0
aclnnCat,,,25.45,25.45,9.802,9.802,0,0
aten::transpose,,,2.66,5.43,0,0,0,0
aten::as_strided,,,2.77,2.77,0,0,0,0
aten::reshape,,,5.42,9.66,0,0,0,0
aten::_reshape_alias,,,1.69,4.24,0,0,0,0
aten::view,,,2.55,2.55,0,0,0,0
aten::reshape,,,1.11,2.9,0,0,0,0
aten::_reshape_alias,,,0.67,1.79,0,0,0,0
aten::view,,,1.12,1.12,0,0,0,0
aten::reshape,,,1.08,3.46,0,0,0,0
aten::_reshape_alias,,,0.71,2.38,0,0,0,0
aten::view,,,1.67,1.67,0,0,0,0
aten::reshape,,,0.99,2.45,0,0,0,0
aten::_reshape_alias,,,0.62,1.46,0,0,0,0
aten::view,,,0.84,0.84,0,0,0,0
aten::reshape,,,1.19,2.85,0,0,0,0
aten::_reshape_alias,,,0.68,1.66,0,0,0,0
aten::view,,,0.98,0.98,0,0,0,0
aten::reshape,,,0.94,2.9,0,0,0,0
aten::_reshape_alias,,,1.16,1.96,0,0,0,0
aten::view,,,0.8,0.8,0,0,0,0
aten::bitwise_not,,,6.74,28.28,0,1.48,0,0
empty_tensor,,,3.46,3.46,0,0,0,0
aclnnBitwiseNot,,,18.08,18.08,1.48,1.48,0,0
aten::index,,,80.91,256.03,0,24.682,0,0
empty_tensor,,,2.6,2.6,0,0,0,0
aclnnNonzeroV2,,,126.18,126.18,16.162,16.162,0,0
aten::resize_,,,2.8,2.8,0,0,0,0
aten::select,,,3.27,5.25,0,0,0,0
aten::as_strided,,,1.98,1.98,0,0,0,0
empty_tensor,,,3.03,3.03,0,0,0,0
empty_tensor,,,2.56,2.56,0,0,0,0
aclnnIndex,,,32.7,32.7,8.52,8.52,0,0
aten::scalar_tensor,,,3.85,31.6,0,1.44,0,0
aten::empty,,,1.22,5.16,0,0,0,0
empty_tensor,,,3.94,3.94,0,0,0,0
aten::fill_,,,5.9,22.59,0,1.44,0,0
aclnnInplaceFillScalar,,,16.69,16.69,1.44,1.44,0,0
aten::index_put_,,,3.74,148.31,0,28.062,0,0
aten::_index_put_impl_,,,54.89,144.57,0,28.062,0,0
empty_tensor,,,1.73,1.73,0,0,0,0
aten::as_strided,,,1.39,1.39,0,0,0,0
aten::reshape,,,0.81,2.94,0,0,0,0
aten::view,,,2.13,2.13,0,0,0,0
aten::to,,,1.63,21.34,0,1.32,0,0
npu::_npu_dtype_cast,,,5.0,19.71,0,1.32,0,0
empty_tensor,,,2.51,2.51,0,0,0,0
aclnnCast,,,12.2,12.2,1.32,1.32,0,0
aclnnIndexPutImpl,,,62.28,62.28,26.742,26.742,0,0
aten::index,,,11.48,37.24,0,48.784,0,0
empty_tensor,,,2.58,2.58,0,0,0,0
empty_tensor,,,5.5,5.5,0,0,0,0
aclnnIndex,,,17.68,17.68,48.784,48.784,0,0
aten::contiguous,,,1.83,75.63,0,40.004,0,0
aten::clone,,,2.94,73.8,0,40.004,0,0
empty_tensor,,,4.47,4.47,0,0,0,0
aten::copy_,,,39.96,66.39,0,40.004,0,0
aclnnInplaceCopy,,,26.43,26.43,40.004,40.004,0,0
aten::view,,,1.96,1.96,0,0,0,0
aten::empty_like,,,4.04,8.7,0,0,0,0
empty_tensor,,,4.66,4.66,0,0,0,0
l2norm_fwd_kernel2,,,28.12,28.12,37.204,37.204,0,0
aten::view,,,3.5,3.5,0,0,0,0
aten::contiguous,,,1.7,102.3,0,31.022,0,0
aten::clone,,,3.01,100.6,0,31.022,0,0
empty_tensor,,,5.29,5.29,0,0,0,0
aten::copy_,,,56.89,92.3,0,31.022,0,0
aclnnInplaceCopy,,,35.41,35.41,31.022,31.022,0,0
aten::view,,,1.91,1.91,0,0,0,0
aten::empty_like,,,3.88,9.66,0,0,0,0
empty_tensor,,,5.78,5.78,0,0,0,0
l2norm_fwd_kernel2,,,18.53,18.53,45.524,45.524,0,0
aten::view,,,3.46,3.46,0,0,0,0
aten::contiguous,,,1.56,99.21,0,34.342,0,0
aten::clone,,,2.95,97.65,0,34.342,0,0
empty_tensor,,,5.04,5.04,0,0,0,0
aten::copy_,,,55.04,89.66,0,34.342,0,0
aclnnInplaceCopy,,,34.62,34.62,34.342,34.342,0,0
aten::empty_like,,,4.73,10.97,0,0,0,0
empty_tensor,,,6.24,6.24,0,0,0,0
chunk_local_cumsum_vector_kernel,,,20.13,20.13,167.616,167.616,0,0
aten::zeros,,,4.57,103.22,0,10.042,0,0
empty_tensor,,,7.47,7.47,0,0,0,0
aten::zero_,,,38.21,91.18,0,10.042,0,0
aclnnInplaceZero,,,52.97,52.97,10.042,10.042,0,0
aten::zeros,,,3.18,64.66,0,4.7,0,0
empty_tensor,,,7.98,7.98,0,0,0,0
aten::zero_,,,19.75,53.5,0,4.7,0,0
aclnnInplaceZero,,,33.75,33.75,4.7,4.7,0,0
aten::empty,,,2.52,10.83,0,0,0,0
empty_tensor,,,8.31,8.31,0,0,0,0
unk_kda_scaled_dot_kkt_fwd_kernel_intra_sub_inter,,,22.69,22.69,817.624,817.624,0,0
aten::empty,,,2.15,8.71,0,0,0,0
empty_tensor,,,6.56,6.56,0,0,0,0
unk_kda_scaled_dot_kkt_fwd_kernel_intra_sub_intra,,,19.02,19.02,824.862,824.862,0,0
aten::zeros_like,,,44.63,106.35,0,11.122,0,0
empty_tensor,,,6.68,6.68,0,0,0,0
aclnnInplaceZero,,,55.04,55.04,11.122,11.122,0,0
aten::empty,,,2.96,11.86,0,0,0,0
empty_tensor,,,8.9,8.9,0,0,0,0
merge_16x16_to_64x64_inverse_kernel,,,21.69,21.69,554.034,554.034,0,0
aten::empty_like,,,4.2,9.31,0,0,0,0
empty_tensor,,,5.11,5.11,0,0,0,0
aten::empty_like,,,1.4,4.14,0,0,0,0
empty_tensor,,,2.74,2.74,0,0,0,0
aten::empty_like,,,1.24,4.28,0,0,0,0
empty_tensor,,,3.04,3.04,0,0,0,0
aten::empty,,,2.19,7.82,0,0,0,0
empty_tensor,,,5.63,5.63,0,0,0,0
recompute_w_u_fwd_kernel,,,21.09,21.09,466.626,466.626,0,0
aten::new_empty,,,1.63,8.22,0,0,0,0
aten::empty,,,1.55,6.59,0,0,0,0
empty_tensor,,,5.04,5.04,0,0,0,0
aten::new_empty,,,0.64,4.82,0,0,0,0
aten::empty,,,0.86,4.18,0,0,0,0
empty_tensor,,,3.32,3.32,0,0,0,0
aten::empty_like,,,2.78,6.21,0,0,0,0
empty_tensor,,,3.43,3.43,0,0,0,0
aten::empty,,,1.76,7.82,0,0,0,0
empty_tensor,,,6.06,6.06,0,0,0,0
chunk_gated_delta_rule_fwd_kernel_h_blockdim64,,,21.17,21.17,546.174,546.174,0,0
aten::empty,,,2.32,8.29,0,0,0,0
empty_tensor,,,5.97,5.97,0,0,0,0
chunk_gla_fwd_kernel_o,,,19.1,19.1,66.748,66.748,0,0
aten::index_put_,,,4.76,150.31,0,66.16600000000001,0,0
aten::_index_put_impl_,,,57.02,145.55,0,66.16600000000001,0,0
empty_tensor,,,2.43,2.43,0,0,0,0
aten::as_strided,,,2.69,2.69,0,0,0,0
aten::reshape,,,1.15,3.38,0,0,0,0
aten::view,,,2.23,2.23,0,0,0,0
aten::to,,,1.87,40.58,0,1.18,0,0
npu::_npu_dtype_cast,,,11.57,38.71,0,1.18,0,0
empty_tensor,,,3.76,3.76,0,0,0,0
aclnnCast,,,23.38,23.38,1.18,1.18,0,0
aclnnIndexPutImpl,,,39.45,39.45,64.986,64.986,0,0
aten::select,,,3.53,5.74,0,0,0,0
aten::as_strided,,,2.21,2.21,0,0,0,0
